sourceA,idA,sourceB,idB,overlap,similarity
zeri,86108,zeri,86107,99.73,45.50
zeri,86108,zeri,86106,20.07,9.09
zeri,86109,zeri,86108,99.90,78.00
zeri,86109,zeri,86103,97.04,51.00
zeri,86109,zeri,86107,99.71,48.20
zeri,86109,zeri,86106,20.03,9.02
zeri,86111,zeri,86110,86.28,52.50
zeri,86111,zeri,86117,87.30,37.30
zeri,86111,zeri,86114,88.24,34.90
zeri,86111,zeri,86116,34.62,12.50
zeri,86111,zeri,86119,34.45,8.63
zeri,86112,zeri,86115,99.42,24.30
zeri,86112,zeri,86118,100.00,23.10
zeri,86114,zeri,86117,99.72,69.80
zeri,86114,zeri,86110,96.62,48.20
zeri,86114,zeri,86111,100.00,34.10
zeri,86114,zeri,86116,38.41,22.70
zeri,86114,zeri,86119,39.91,21.20
zeri,86114,zeri,86118,22.02,8.63
zeri,86114,zeri,86115,21.16,8.24
zeri,86115,zeri,86118,100.00,67.80
zeri,86115,zeri,86112,52.53,21.20
zeri,86115,zeri,86117,100.00,9.02
zeri,86115,zeri,86114,100.00,6.67
zeri,86116,zeri,86119,100.00,70.20
zeri,86116,zeri,86110,99.76,23.90
zeri,86116,zeri,86114,100.00,23.50
zeri,86116,zeri,86117,100.00,23.10
zeri,86117,zeri,86114,100.00,69.00
zeri,86117,zeri,86110,97.58,46.30
zeri,86117,zeri,86111,100.00,35.30
zeri,86117,zeri,86119,39.38,23.50
zeri,86117,zeri,86116,38.89,23.10
zeri,86117,zeri,86115,20.83,7.84
zeri,86117,zeri,86118,22.26,7.45
zeri,86118,zeri,86115,96.36,65.10
zeri,86118,zeri,86112,51.25,21.60
zeri,86118,zeri,86114,100.00,8.24
zeri,86118,zeri,86117,100.00,7.84
zeri,86119,zeri,86116,97.62,69.80
zeri,86119,zeri,86117,99.61,22.00
zeri,86119,zeri,86114,100.00,20.40
zeri,86119,zeri,86110,100.00,15.30
zeri,86125,zeri,86126,99.04,73.90
zeri,86125,zeri,86128,100.00,56.50
zeri,86125,zeri,86127,98.00,50.20
zeri,86125,zeri,86137,97.09,13.00
zeri,86125,zeri,86133,98.72,12.60
zeri,86125,zeri,86315,100.00,12.30
zeri,86126,zeri,86125,98.78,72.00
zeri,86126,zeri,86128,100.00,62.60
zeri,86126,zeri,86127,96.61,52.80
zeri,86126,zeri,86133,98.92,14.60
zeri,86126,zeri,86315,100.00,11.80
zeri,86126,zeri,86129,32.53,9.45
zeri,86127,zeri,86128,100.00,66.70
zeri,86127,zeri,86126,99.86,53.70
zeri,86127,zeri,86125,100.00,47.50
zeri,86127,zeri,86133,100.00,14.50
zeri,86127,zeri,86132,100.00,12.20
zeri,86127,zeri,86129,33.55,11.80
zeri,86127,zeri,86137,97.84,9.02
zeri,86127,zeri,86315,100.00,8.63
zeri,86129,zeri,86127,100.00,15.70
zeri,86129,zeri,86128,100.00,15.70
zeri,86129,zeri,86126,100.00,10.20
zeri,86128,zeri,86127,96.05,68.20
zeri,86128,zeri,86126,98.45,59.60
zeri,86128,zeri,86125,97.90,51.80
zeri,86128,zeri,86133,98.78,16.10
zeri,86128,zeri,86129,31.53,12.90
zeri,86128,zeri,86132,99.35,11.80
zeri,86128,zeri,86315,100.00,10.20
zeri,86128,zeri,86130,22.75,8.63
zeri,86130,zeri,86128,100.00,9.02
zeri,86130,zeri,86126,100.00,7.84
zeri,86133,zeri,86132,100.00,70.60
zeri,86133,zeri,86137,95.11,35.70
zeri,86133,zeri,86127,97.27,15.70
zeri,86133,zeri,86128,100.00,13.70
zeri,86133,zeri,86126,99.22,13.30
zeri,86133,zeri,86125,98.89,11.80
zeri,86133,zeri,86135,20.69,8.24
zeri,86132,zeri,86133,98.08,72.90
zeri,86132,zeri,86137,91.70,28.20
zeri,86132,zeri,86127,94.15,15.30
zeri,86132,zeri,86128,98.75,14.90
zeri,86132,zeri,86126,97.76,11.80
zeri,86132,zeri,86125,96.32,9.41
zeri,86135,zeri,86136,15.84,12.30
zeri,86135,zeri,86133,100.00,8.33
zeri,86137,zeri,86133,100.00,37.60
zeri,86137,zeri,86132,100.00,30.60
zeri,86137,zeri,86125,100.00,12.90
zeri,86137,zeri,86128,100.00,12.50
zeri,86137,zeri,86126,99.54,11.00
zeri,86137,zeri,86127,100.00,10.60
zeri,86136,zeri,86135,15.09,10.60
zeri,86138,zeri,86140,80.94,36.50
zeri,86138,zeri,86139,80.62,32.20
zeri,86139,zeri,86140,99.61,40.00
zeri,86139,zeri,86138,100.00,34.90
zeri,86140,zeri,86138,100.00,42.00
zeri,86140,zeri,86139,100.00,38.40
zeri,86143,zeri,86144,84.80,42.00
zeri,86146,zeri,86145,95.43,54.10
zeri,86144,zeri,86143,100.00,42.40
zeri,86145,zeri,86146,99.34,53.90
zeri,86147,zeri,86293,100.00,23.50
zeri,86149,zeri,86150,100.00,33.30
zeri,86150,zeri,86149,61.87,31.80
zeri,86153,zeri,85818,84.79,18.50
zeri,86153,zeri,85819,83.69,16.90
zeri,86156,zeri,86157,96.25,41.10
zeri,86157,zeri,86156,100.00,36.60
zeri,86160,zeri,86163,99.59,67.80
zeri,86160,zeri,86162,96.36,45.90
zeri,86160,zeri,86161,100.00,39.20
zeri,86161,zeri,86160,90.92,42.10
zeri,86161,zeri,86163,91.63,38.20
zeri,86161,zeri,86162,89.41,35.40
zeri,86162,zeri,86163,99.33,49.00
zeri,86162,zeri,86160,99.19,47.50
zeri,86162,zeri,86161,100.00,36.10
zeri,86163,zeri,86160,99.73,70.50
zeri,86163,zeri,86162,96.04,48.00
zeri,86163,zeri,86161,100.00,37.00
zeri,86167,zeri,86173,99.81,76.70
zeri,86170,zeri,86171,92.03,52.90
zeri,86170,zeri,86169,97.32,51.80
zeri,86169,zeri,86170,100.00,49.20
zeri,86169,zeri,86171,95.35,48.80
zeri,86171,zeri,86170,100.00,51.60
zeri,86171,zeri,86169,98.20,50.40
zeri,86173,zeri,86167,99.90,76.00
zeri,86174,zeri,86175,99.52,38.00
zeri,86175,zeri,86174,97.26,39.20
zeri,86177,zeri,86178,100.00,19.60
zeri,86178,zeri,86177,83.42,24.10
zeri,86179,zeri,86181,100.00,42.00
zeri,86179,zeri,86180,96.40,29.40
zeri,86180,zeri,86181,100.00,29.40
zeri,86180,zeri,86179,100.00,27.10
zeri,86181,zeri,86179,93.76,40.00
zeri,86181,zeri,86180,89.73,27.80
zeri,86182,zeri,86183,97.63,51.20
zeri,86183,zeri,86182,98.59,50.80
zeri,86185,bm,AN00956103_001_l,90.41,21.20
zeri,86185,zeri,86240,100.00,6.27
zeri,86187,zeri,86188,98.21,33.50
zeri,86187,zeri,86189,94.89,25.70
zeri,86188,zeri,86189,98.38,60.30
zeri,86188,zeri,86187,100.00,32.10
zeri,86190,zeri,86191,96.96,35.60
zeri,86190,zeri,74744,27.06,6.72
zeri,86189,zeri,86188,100.00,54.50
zeri,86189,zeri,86187,100.00,22.70
zeri,86191,zeri,86190,95.89,34.80
zeri,86204,zeri,86205,97.20,48.20
zeri,86206,zeri,86207,94.12,27.50
zeri,86208,zeri,86209,100.00,29.40
zeri,86207,zeri,86206,97.36,29.40
zeri,86205,zeri,86204,98.65,53.80
zeri,86211,zeri,86210,97.03,30.30
zeri,86210,zeri,86211,98.77,40.00
zeri,86209,zeri,86208,87.69,29.90
zeri,86215,zeri,86250,99.92,47.20
zeri,86215,zeri,86216,97.21,32.70
zeri,86216,zeri,86215,99.22,29.40
zeri,86216,zeri,86250,100.00,14.10
zeri,86218,zeri,86219,97.93,52.50
zeri,86219,zeri,86218,98.17,52.90
zeri,86221,zeri,86222,99.45,27.10
zeri,86222,zeri,86221,97.40,39.20
zeri,86227,zeri,86228,99.96,39.00
zeri,86228,zeri,86227,98.31,38.60
zeri,86230,zeri,86229,100.00,17.00
zeri,86229,zeri,86232,100.00,14.60
zeri,86229,zeri,86231,50.72,11.90
zeri,86231,zeri,86229,99.05,9.69
zeri,86232,zeri,86229,68.77,13.40
zeri,86233,zeri,86245,73.22,11.00
zeri,86235,zeri,86237,94.10,64.10
zeri,86235,zeri,86236,98.10,43.50
zeri,86236,zeri,86235,100.00,56.30
zeri,86236,zeri,86237,98.48,54.80
zeri,86237,zeri,86235,100.00,65.20
zeri,86237,zeri,86236,99.33,41.70
zeri,86238,zeri,86239,99.83,24.10
zeri,86239,zeri,86238,99.81,22.00
zeri,86240,zeri,86243,100.00,9.50
zeri,86240,zeri,86241,27.42,8.26
zeri,86241,zeri,86240,100.00,21.00
zeri,86242,zeri,86243,99.86,11.40
zeri,86245,zeri,86253,98.06,10.20
zeri,86248,zeri,86247,100.00,35.60
zeri,86248,zeri,86249,98.76,20.50
zeri,86247,zeri,86248,95.65,36.20
zeri,86247,zeri,86249,93.90,26.00
zeri,86249,zeri,86248,98.62,30.50
zeri,86249,zeri,86247,100.00,26.20
zeri,86250,zeri,86215,99.07,47.80
zeri,86250,zeri,86216,97.57,20.40
zeri,86251,zeri,86215,92.97,9.41
zeri,86253,zeri,86245,99.35,11.90
zeri,86257,zeri,86256,79.76,15.30
zeri,86256,zeri,86257,99.45,12.20
zeri,86261,zeri,86262,99.96,65.50
zeri,86261,zeri,86280,91.30,10.20
zeri,86258,zeri,86260,96.36,28.20
zeri,86258,zeri,86259,96.51,15.70
zeri,86259,zeri,86260,97.84,25.60
zeri,86259,zeri,86258,100.00,14.60
zeri,86260,zeri,86258,100.00,29.00
zeri,86260,zeri,86259,98.69,26.30
zeri,86260,zeri,86256,46.99,7.06
zeri,86262,zeri,86261,99.67,65.10
zeri,86263,zeri,86265,94.24,19.20
zeri,86263,zeri,86264,96.67,9.41
zeri,86264,zeri,86263,90.28,12.90
zeri,86265,zeri,86263,99.34,20.20
zeri,86265,zeri,86280,98.26,7.51
zeri,86265,zeri,86272,98.03,7.11
zeri,86267,zeri,86271,100.00,9.84
zeri,86269,zeri,86268,95.89,38.70
zeri,86268,zeri,86269,96.72,37.60
zeri,86270,zeri,86271,99.86,20.10
zeri,86271,zeri,86270,97.47,20.00
zeri,86273,zeri,86276,96.03,23.90
zeri,86272,zeri,86275,67.05,16.10
zeri,86272,zeri,86261,100.00,11.00
zeri,86272,zeri,86274,91.95,11.00
zeri,86272,zeri,86280,97.85,9.80
zeri,86272,zeri,86265,96.67,6.27
zeri,86275,zeri,86274,100.00,18.00
zeri,86275,zeri,86272,89.94,14.90
zeri,86274,zeri,86275,55.83,18.40
zeri,86274,zeri,86272,80.80,10.20
zeri,86276,zeri,86273,100.00,19.00
zeri,86278,zeri,86277,40.88,9.02
zeri,86280,zeri,86281,22.99,14.90
zeri,86280,zeri,86272,74.03,11.40
zeri,86280,zeri,86261,76.13,9.41
zeri,86280,zeri,86271,100.00,9.41
zeri,86281,zeri,86280,98.46,15.70
zeri,86282,zeri,86283,91.03,60.80
zeri,86283,zeri,86282,94.46,58.50
zeri,86294,zeri,86296,100.00,9.41
zeri,86293,zeri,86147,63.18,22.40
zeri,86295,zeri,86294,100.00,5.14
zeri,86296,zeri,86297,97.02,40.80
zeri,86296,zeri,86294,84.11,12.20
zeri,86297,zeri,86296,100.00,38.40
zeri,86299,zeri,86300,100.00,56.10
zeri,86299,frick,739,98.71,47.50
zeri,86299,zeri,86316,98.62,47.50
zeri,86300,zeri,86299,94.01,54.50
zeri,86300,frick,739,93.87,34.90
zeri,86300,zeri,86316,93.01,34.90
zeri,86303,zeri,86306,98.82,54.90
zeri,86303,zeri,86305,97.89,18.80
zeri,86305,zeri,86303,100.00,18.80
zeri,86305,zeri,86306,99.03,16.50
zeri,86306,zeri,86303,99.96,51.40
zeri,86306,zeri,86305,95.34,16.50
zeri,86310,zeri,86311,60.54,23.90
zeri,86309,zeri,86308,99.48,76.90
zeri,86308,zeri,86309,100.00,77.30
zeri,86311,zeri,86310,100.00,25.60
zeri,86313,zeri,86025,91.70,24.80
zeri,86315,zeri,86128,89.54,11.00
zeri,86315,zeri,86126,89.12,9.41
zeri,86315,zeri,86127,84.51,8.63
zeri,86317,zeri,86346,97.52,41.60
zeri,86317,zeri,86347,98.00,39.20
zeri,86316,frick,739,99.88,63.50
zeri,86316,zeri,86299,100.00,46.30
zeri,86316,zeri,86300,100.00,35.30
zeri,86323,zeri,86538,100.00,16.10
zeri,86325,zeri,86326,100.00,31.40
zeri,86325,zeri,86324,98.05,24.30
zeri,86325,zeri,86328,34.94,16.50
zeri,86325,zeri,86329,28.25,10.60
zeri,86325,zeri,86327,26.31,9.80
zeri,86324,zeri,86326,100.00,65.10
zeri,86324,zeri,86325,50.31,24.70
zeri,86324,zeri,86330,24.17,14.50
zeri,86324,zeri,86328,31.27,9.41
zeri,86326,zeri,86324,94.03,64.40
zeri,86326,zeri,86325,50.01,31.20
zeri,86326,zeri,86330,21.15,12.30
zeri,86326,zeri,86328,27.40,10.30
zeri,86327,zeri,86329,33.95,25.10
zeri,86327,zeri,86325,100.00,7.84
zeri,86328,zeri,86325,63.96,15.30
zeri,86328,zeri,86330,16.52,12.50
zeri,86328,zeri,86326,100.00,10.20
zeri,86328,zeri,86324,100.00,8.63
zeri,86329,zeri,86327,32.48,24.80
zeri,86330,zeri,86324,100.00,14.90
zeri,86330,zeri,86326,100.00,13.30
zeri,86330,zeri,86328,21.27,12.20
zeri,86334,zeri,86333,99.58,61.20
zeri,86334,zeri,86332,99.35,60.40
zeri,86332,zeri,86334,100.00,63.90
zeri,86332,zeri,86333,99.07,47.50
zeri,86333,zeri,86334,98.14,60.00
zeri,86333,zeri,86332,97.28,43.10
zeri,86341,zeri,86342,97.80,58.80
zeri,86342,zeri,86341,99.63,62.40
zeri,86344,zeri,86345,99.01,68.20
zeri,86345,zeri,86344,100.00,71.30
zeri,86346,zeri,86347,99.42,45.50
zeri,86346,zeri,86317,99.13,44.30
zeri,86347,zeri,86346,99.72,49.80
zeri,86347,zeri,86317,100.00,38.00
zeri,86354,zeri,86499,94.80,9.93
zeri,86358,zeri,86359,30.05,15.30
zeri,86356,zeri,86357,100.00,13.00
zeri,86357,zeri,86356,81.65,14.60
zeri,86359,zeri,86358,100.00,14.50
zeri,86361,zeri,86360,98.62,44.30
zeri,86361,zeri,86362,100.00,26.10
zeri,86360,zeri,86361,96.63,43.30
zeri,86360,zeri,86362,100.00,26.00
zeri,86362,zeri,86360,93.97,28.20
zeri,86362,zeri,86361,92.02,26.70
zeri,86363,zeri,86364,100.00,60.80
zeri,86363,zeri,86366,96.91,58.80
zeri,86363,zeri,86365,100.00,24.70
zeri,86364,zeri,86363,95.27,61.20
zeri,86364,zeri,86366,93.69,61.20
zeri,86364,zeri,86365,100.00,27.50
zeri,86365,zeri,86364,87.90,28.00
zeri,86365,zeri,86366,81.70,25.20
zeri,86365,zeri,86363,82.33,24.00
zeri,86366,zeri,86364,100.00,58.40
zeri,86366,zeri,86363,97.98,57.30
zeri,86366,zeri,86365,100.00,24.70
zeri,86368,zeri,86369,92.28,61.30
zeri,86369,zeri,86368,99.84,57.10
zeri,86371,zeri,86372,96.53,20.80
zeri,86371,zeri,86373,99.71,11.40
zeri,86374,zeri,86373,100.00,8.63
zeri,86372,zeri,86373,100.00,23.60
zeri,86372,zeri,86371,95.86,18.90
zeri,86373,zeri,86372,99.48,23.10
zeri,86373,zeri,86371,95.01,12.20
zeri,86373,zeri,86374,16.91,8.63
zeri,86377,zeri,86378,100.00,21.90
zeri,86379,zeri,86380,98.92,69.90
zeri,86378,zeri,86377,88.78,21.30
zeri,86380,zeri,86379,100.00,63.80
zeri,86387,zeri,86406,28.78,7.84
zeri,86389,zeri,86390,21.76,10.60
zeri,86390,zeri,86389,100.00,9.80
zeri,86391,zeri,86388,100.00,8.63
zeri,86392,zeri,86402,35.95,14.60
zeri,86394,zeri,86399,27.05,12.50
zeri,86394,zeri,86400,23.91,10.20
zeri,86397,zeri,86398,44.12,19.60
zeri,86398,zeri,86397,100.00,20.40
zeri,86399,zeri,86394,100.00,11.00
zeri,86400,zeri,86394,96.60,10.20
zeri,86402,zeri,86392,100.00,12.60
zeri,86403,zeri,86404,100.00,14.10
zeri,86404,zeri,86403,30.74,14.50
zeri,86406,zeri,86387,100.00,9.02
zeri,86407,zeri,86408,33.19,9.02
zeri,86408,zeri,86407,100.00,8.24
zeri,86409,zeri,86410,30.63,12.50
zeri,86410,zeri,86409,100.00,12.50
zeri,86412,zeri,86413,58.16,18.00
zeri,86413,zeri,86412,89.50,16.90
zeri,86416,zeri,86417,99.48,61.20
zeri,86417,zeri,86416,96.52,59.70
zeri,86425,zeri,86426,26.61,9.56
zeri,86426,zeri,86425,100.00,11.40
zeri,86430,zeri,86431,75.57,50.60
zeri,86431,zeri,86430,75.16,50.20
zeri,86437,zeri,86438,15.28,10.30
zeri,86439,zeri,86440,100.00,31.40
zeri,86439,zeri,86437,94.11,11.40
zeri,86440,zeri,86439,78.25,35.70
zeri,86440,zeri,86437,86.52,12.20
zeri,86448,zeri,86449,41.23,10.20
zeri,86448,zeri,86454,100.00,9.02
zeri,86449,zeri,86450,41.24,18.40
zeri,86449,zeri,86448,40.44,11.80
zeri,86449,zeri,86454,100.00,10.60
zeri,86450,zeri,86449,44.46,17.30
zeri,86450,zeri,86454,100.00,10.20
zeri,86454,zeri,86496,78.08,16.90
zeri,86454,zeri,86453,100.00,11.00
zeri,86454,zeri,86448,18.43,9.02
zeri,86454,zeri,86450,19.23,9.02
zeri,86454,zeri,86455,21.54,9.02
zeri,86454,zeri,86449,20.29,8.63
zeri,86453,zeri,86454,38.01,14.60
zeri,86453,zeri,86496,46.37,10.60
zeri,86455,zeri,86454,100.00,8.24
zeri,86457,zeri,86448,23.98,6.85
zeri,86458,zeri,86460,48.78,4.33
zeri,86459,zeri,86495,88.76,15.70
zeri,86459,zeri,86460,54.73,8.63
zeri,86459,zeri,86458,100.00,6.27
zeri,86460,zeri,86459,21.80,8.24
zeri,86461,zeri,86464,42.81,19.20
zeri,86461,zeri,86463,64.83,12.50
zeri,86463,zeri,86464,52.41,34.50
zeri,86463,zeri,86465,40.35,26.70
zeri,86463,zeri,86497,100.00,13.30
zeri,86463,zeri,86461,35.61,11.80
zeri,86464,zeri,86463,100.00,36.90
zeri,86464,zeri,86465,51.15,25.10
zeri,86464,zeri,86461,46.29,17.30
zeri,86465,zeri,86464,61.17,27.10
zeri,86465,zeri,86463,99.54,25.90
zeri,86466,zeri,86467,29.78,11.40
zeri,86467,zeri,86466,25.64,11.50
zeri,86471,zeri,86473,32.92,20.00
zeri,86471,zeri,86472,27.63,7.45
zeri,86472,zeri,86473,29.04,9.41
zeri,86472,zeri,86471,23.34,9.02
zeri,86474,zeri,86470,56.39,5.88
zeri,86473,zeri,86471,29.99,20.50
zeri,86473,zeri,86472,33.34,8.66
zeri,86475,zeri,86476,61.85,13.30
zeri,86477,zeri,86480,54.80,21.20
zeri,86477,zeri,86479,69.07,15.30
zeri,86477,zeri,86498,100.00,15.30
zeri,86477,zeri,86481,19.38,6.27
zeri,86476,zeri,86475,34.06,16.10
zeri,86478,zeri,86484,25.62,13.80
zeri,86479,zeri,86480,56.58,29.80
zeri,86479,zeri,86498,90.67,21.60
zeri,86479,zeri,86477,35.86,16.50
zeri,86479,zeri,86481,20.23,12.90
zeri,86481,zeri,86480,100.00,26.30
zeri,86481,zeri,86479,100.00,11.40
zeri,86480,zeri,86479,100.00,29.40
zeri,86480,zeri,86477,52.32,22.70
zeri,86480,zeri,86481,38.38,22.40
zeri,86480,zeri,86498,100.00,16.90
zeri,86484,zeri,86478,53.27,12.90
zeri,86488,zeri,86487,36.43,8.27
zeri,86488,zeri,86494,76.98,6.69
zeri,86487,zeri,86493,100.00,11.50
zeri,86487,zeri,86488,20.35,6.75
zeri,86487,zeri,86491,96.38,4.37
zeri,86490,zeri,86488,51.61,4.76
zeri,86493,zeri,86487,95.88,8.66
zeri,86493,zeri,86494,16.30,4.33
zeri,86494,zeri,86492,92.27,6.67
zeri,86494,zeri,86488,100.00,5.49
zeri,86494,zeri,86491,92.80,4.31
zeri,86496,zeri,86454,62.68,12.20
zeri,86496,zeri,86453,100.00,10.60
zeri,86497,zeri,86463,61.59,13.70
zeri,86495,zeri,86459,99.80,16.90
zeri,86498,zeri,86479,69.19,19.60
zeri,86498,zeri,86480,42.14,17.30
zeri,86498,zeri,86477,40.43,16.50
zeri,86499,zeri,86354,93.14,10.60
zeri,86500,zeri,86354,99.54,4.74
zeri,86503,zeri,86504,99.21,18.40
zeri,86503,zeri,86505,98.71,17.10
zeri,86504,zeri,86506,100.00,73.30
zeri,86504,zeri,86505,98.42,62.30
zeri,86506,zeri,86504,99.56,72.10
zeri,86506,zeri,86505,97.30,64.20
zeri,86505,zeri,86506,100.00,68.90
zeri,86505,zeri,86504,99.96,67.20
zeri,86505,zeri,86503,100.00,22.80
zeri,86510,zeri,86511,100.00,59.70
zeri,86510,zeri,86509,100.00,21.00
zeri,86509,zeri,86510,78.88,16.90
zeri,86509,zeri,86511,79.46,16.00
zeri,86511,zeri,86510,98.98,46.40
zeri,86511,zeri,86509,100.00,17.60
zeri,86515,zeri,86516,99.65,40.80
zeri,86515,zeri,86518,97.70,39.60
zeri,86515,zeri,86517,94.93,36.10
zeri,86516,zeri,86517,93.17,65.40
zeri,86516,zeri,86518,97.30,52.00
zeri,86516,zeri,86515,97.98,42.10
zeri,86517,zeri,86516,100.00,65.70
zeri,86517,zeri,86518,100.00,53.10
zeri,86517,zeri,86515,99.78,37.40
zeri,86518,zeri,86517,97.04,56.10
zeri,86518,zeri,86516,100.00,52.60
zeri,86518,zeri,86515,99.19,40.30
zeri,86520,zeri,86521,100.00,42.10
zeri,86521,zeri,86520,95.70,45.30
zeri,86523,zeri,86522,100.00,69.40
zeri,86522,zeri,86523,98.84,67.10
zeri,86526,zeri,86527,99.60,62.70
zeri,86527,zeri,86526,100.00,61.20
zeri,86529,zeri,86530,98.87,61.30
zeri,86530,zeri,86529,100.00,55.80
zeri,86532,zeri,86531,94.09,46.50
zeri,86531,zeri,86532,100.00,45.90
zeri,86533,zeri,86534,96.68,43.90
zeri,86533,zeri,86535,22.31,13.30
zeri,86534,zeri,86533,99.92,44.70
zeri,86534,zeri,86535,22.61,15.30
zeri,86535,zeri,86534,95.92,13.30
zeri,86535,zeri,86533,98.37,12.50
zeri,86536,zeri,86537,99.46,63.50
zeri,86539,zeri,86540,97.41,60.00
zeri,86538,zeri,86323,92.39,14.90
zeri,86537,zeri,86536,99.35,62.00
zeri,86540,zeri,86539,99.54,59.40
zeri,86545,zeri,86546,100.00,69.40
zeri,86546,zeri,86545,97.23,69.00
zeri,86549,frick,656a,92.19,36.10
zeri,86549,frick,656,93.09,21.60
zeri,86550,frick,656,99.12,12.20
zeri,86556,zeri,86554,85.09,55.60
zeri,86556,zeri,86555,92.31,43.50
zeri,86556,zeri,86557,100.00,26.30
zeri,86556,zeri,86558,100.00,22.80
zeri,86555,zeri,86554,95.31,45.70
zeri,86555,zeri,86556,100.00,45.20
zeri,86555,zeri,86557,100.00,21.40
zeri,86555,zeri,86558,100.00,19.50
zeri,86554,zeri,86556,100.00,49.00
zeri,86554,zeri,86555,100.00,36.50
zeri,86554,zeri,86558,100.00,22.50
zeri,86554,zeri,86557,100.00,16.90
zeri,86560,frick,9460,100.00,47.10
zeri,86557,zeri,86558,99.74,26.90
zeri,86557,zeri,86556,76.37,25.70
zeri,86557,zeri,86554,64.69,19.60
zeri,86557,zeri,86555,68.73,18.80
zeri,86558,zeri,86557,97.08,27.10
zeri,86558,zeri,86554,61.82,24.30
zeri,86558,zeri,86556,72.14,22.30
zeri,86558,zeri,86555,65.50,15.50
zeri,86564,zeri,86566,99.42,67.50
zeri,86562,zeri,86563,98.20,51.40
zeri,86562,zeri,74160,99.14,48.60
zeri,86563,zeri,86562,99.01,53.10
zeri,86563,zeri,74160,100.00,35.00
zeri,86566,zeri,86564,98.82,68.50
zeri,86568,zeri,86569,99.41,35.90
zeri,86569,zeri,86568,99.58,37.00
zeri,86570,zeri,86571,98.22,46.50
zeri,86571,zeri,86570,99.25,45.10
zeri,86572,zeri,86573,100.00,63.40
zeri,86575,zeri,86576,99.64,67.50
zeri,86573,zeri,86572,96.09,62.00
zeri,86576,zeri,86575,98.93,67.80
zeri,86588,zeri,86589,98.88,74.50
zeri,86588,zeri,86587,100.00,72.20
zeri,86588,zeri,86586,96.00,38.80
zeri,86588,zeri,86590,100.00,10.20
zeri,86586,zeri,86587,100.00,39.20
zeri,86586,zeri,86589,100.00,38.40
zeri,86586,zeri,86588,100.00,36.50
zeri,86587,zeri,86589,97.47,71.40
zeri,86587,zeri,86588,99.48,71.00
zeri,86587,zeri,86586,92.90,40.40
zeri,86589,zeri,86588,100.00,74.10
zeri,86589,zeri,86587,99.83,73.30
zeri,86589,zeri,86586,95.84,38.00
zeri,86599,zeri,86598,100.00,13.70
zeri,86598,zeri,86599,26.88,14.90
zeri,86604,zeri,86605,99.68,73.20
zeri,86605,zeri,86604,98.95,71.70
zeri,86606,zeri,86699,96.91,66.30
zeri,86607,zeri,86608,97.93,54.50
zeri,86608,zeri,86607,100.00,52.90
zeri,86625,zeri,86626,100.00,48.40
zeri,86626,zeri,86625,97.28,52.80
zeri,86633,zeri,86634,96.59,65.10
zeri,86634,zeri,86633,99.73,62.40
zeri,86635,zeri,86636,100.00,43.10
zeri,86635,zeri,86638,97.43,12.20
zeri,86635,zeri,86637,96.65,9.41
zeri,86636,zeri,86635,95.94,43.10
zeri,86636,zeri,86638,91.04,13.70
zeri,86637,zeri,86638,99.72,61.60
zeri,86637,zeri,86640,21.13,12.20
zeri,86637,zeri,86639,21.13,11.00
zeri,86638,zeri,86637,99.84,61.20
zeri,86638,zeri,86640,21.38,15.30
zeri,86638,zeri,86635,99.96,14.50
zeri,86638,zeri,86639,21.47,12.50
zeri,86638,zeri,86636,100.00,11.40
zeri,86639,zeri,86640,100.00,65.50
zeri,86639,zeri,86637,99.71,13.30
zeri,86639,zeri,86638,100.00,11.80
zeri,86640,zeri,86639,100.00,65.10
zeri,86640,zeri,86638,100.00,14.50
zeri,86640,zeri,86637,99.40,12.90
zeri,86644,zeri,86645,100.00,23.50
zeri,86645,zeri,86644,77.47,21.20
zeri,86646,zeri,86647,91.87,32.50
zeri,86647,zeri,86646,100.00,34.90
zeri,86655,zeri,85414,100.00,67.50
zeri,86657,zeri,86658,100.00,73.30
zeri,86658,zeri,86657,99.47,74.80
zeri,86661,zeri,85751,100.00,15.30
zeri,86661,zeri,85492,100.00,10.60
zeri,86663,zeri,86662,100.00,31.40
zeri,86663,zeri,86665,100.00,11.40
zeri,86662,zeri,86663,95.22,32.50
zeri,86662,zeri,86665,100.00,13.70
zeri,86665,zeri,86663,87.62,14.10
zeri,86665,zeri,86662,94.30,12.20
zeri,86669,zeri,86668,94.17,21.60
zeri,86669,zeri,86670,31.28,7.06
zeri,86668,zeri,86670,48.00,24.30
zeri,86668,zeri,86669,47.25,23.10
zeri,86670,zeri,86668,99.76,22.70
zeri,86670,zeri,86669,31.98,7.45
zeri,86673,zeri,86678,87.45,14.90
zeri,86673,zeri,86672,98.70,14.50
zeri,86673,zeri,86677,93.73,10.60
zeri,86675,zeri,86678,89.05,13.30
zeri,86675,zeri,86677,88.90,12.90
zeri,86675,zeri,86672,99.43,11.40
zeri,86674,zeri,86672,100.00,13.80
zeri,86674,zeri,86678,89.98,13.00
zeri,86672,zeri,86677,92.55,47.80
zeri,86672,zeri,86678,88.67,43.50
zeri,86672,zeri,86674,42.87,14.90
zeri,86672,zeri,86673,34.20,14.50
zeri,86672,zeri,86675,24.34,12.50
zeri,86679,zeri,86681,100.00,46.70
zeri,86679,zeri,86680,100.00,42.70
zeri,86678,zeri,86677,99.82,65.90
zeri,86678,zeri,86672,100.00,44.30
zeri,86678,zeri,86673,34.15,16.50
