sourceA,idA,sourceB,idB,overlap,similarity
zeri,68056,zeri,68055,100.00,17.30
zeri,68057,frick,10697,89.60,23.90
zeri,68057,zeri,68056,98.75,19.60
zeri,68060,zeri,68059,98.95,60.80
zeri,68061,zeri,68062,99.76,66.30
zeri,68059,zeri,68060,97.60,62.40
zeri,68062,zeri,68061,99.58,67.50
zeri,68066,zeri,68070,100.00,7.45
zeri,68063,zeri,68064,99.03,70.90
zeri,68064,zeri,68063,99.01,71.70
zeri,68068,zeri,68067,99.87,20.80
zeri,68067,zeri,68068,98.98,20.80
zeri,68067,zeri,68069,100.00,19.60
zeri,68069,zeri,68067,99.72,22.40
zeri,68073,zeri,68072,98.85,63.90
zeri,68074,zeri,68079,93.94,6.27
zeri,68072,zeri,68073,98.82,62.20
zeri,68078,zeri,68079,100.00,7.26
zeri,68079,zeri,68078,95.12,4.86
zeri,68088,zeri,68089,99.44,55.30
zeri,68089,zeri,68088,98.90,57.30
zeri,68090,frick,6968,86.53,54.50
zeri,68090,zeri,68091,92.84,54.10
zeri,68091,frick,6968,91.37,61.20
zeri,68091,zeri,68090,100.00,59.60
zeri,68092,zeri,68093,97.93,29.40
zeri,68093,zeri,68092,98.57,25.10
zeri,68094,zeri,68095,98.84,54.10
zeri,68098,zeri,68100,100.00,60.80
zeri,68098,zeri,68101,39.76,24.70
zeri,68098,zeri,68102,39.52,24.30
zeri,68098,zeri,68103,39.99,17.30
zeri,68095,zeri,68094,99.11,53.10
zeri,68101,zeri,68100,99.24,24.70
zeri,68101,zeri,68098,100.00,20.40
zeri,68101,zeri,68102,28.50,13.30
zeri,68100,zeri,68098,99.65,59.60
zeri,68100,zeri,68101,38.95,25.10
zeri,68100,zeri,68102,39.21,23.10
zeri,68100,zeri,68103,40.12,19.60
zeri,68102,zeri,68098,98.91,27.10
zeri,68102,zeri,68100,98.50,23.50
zeri,68102,zeri,68101,27.79,12.50
zeri,68103,zeri,68098,98.13,18.40
zeri,68103,zeri,68100,97.74,18.00
zeri,68107,zeri,68109,59.72,45.30
zeri,68109,zeri,68107,100.00,42.70
zeri,68121,zeri,68122,100.00,67.10
zeri,68121,zeri,68138,99.11,60.00
zeri,68122,zeri,68138,96.69,65.60
zeri,68122,zeri,68121,99.30,64.40
zeri,68123,zeri,68137,100.00,67.10
zeri,68123,zeri,68136,99.23,61.60
zeri,68125,zeri,68126,100.00,47.10
zeri,68126,zeri,68125,95.84,48.60
zeri,68129,zeri,68131,89.76,31.80
zeri,68129,zeri,68130,87.06,31.40
zeri,68130,zeri,68131,100.00,69.40
zeri,68130,zeri,68129,100.00,37.30
zeri,68131,zeri,68130,98.94,69.80
zeri,68131,zeri,68129,100.00,34.50
zeri,68133,zeri,68135,99.94,59.30
zeri,68133,zeri,68134,97.27,19.80
zeri,68134,zeri,68135,99.81,21.30
zeri,68134,zeri,68133,98.41,18.20
zeri,68135,zeri,68133,98.73,58.80
zeri,68135,zeri,68134,97.16,22.70
zeri,68137,zeri,68136,99.47,71.40
zeri,68137,zeri,68123,99.32,68.20
zeri,68136,zeri,68137,100.00,71.00
zeri,68136,zeri,68123,100.00,58.80
zeri,68138,zeri,68122,99.82,64.30
zeri,68138,zeri,68121,100.00,61.60
zeri,68153,zeri,68154,100.00,71.80
zeri,68154,zeri,68153,99.27,69.40
zeri,68156,zeri,68155,92.53,11.00
zeri,68155,zeri,68157,95.95,38.00
zeri,68155,zeri,68156,100.00,11.40
zeri,68157,zeri,68155,98.15,32.30
zeri,68157,zeri,68156,100.00,12.60
zeri,68158,zeri,68159,95.72,60.40
zeri,68160,zeri,68161,99.91,67.30
zeri,68159,zeri,68158,99.25,59.20
zeri,68161,zeri,68160,99.98,68.60
zeri,68183,zeri,68184,99.54,35.70
zeri,68184,zeri,68183,98.91,33.90
zeri,68186,zeri,68187,50.24,25.50
zeri,68186,zeri,68188,84.25,16.70
zeri,68187,zeri,68186,100.00,23.10
zeri,68188,zeri,68186,90.54,14.10
zeri,68188,zeri,68187,50.97,9.02
zeri,68192,zeri,68193,100.00,52.20
zeri,68192,frick,7819,94.34,41.60
zeri,68192,frick,7819a,95.39,38.40
zeri,68193,zeri,68192,89.37,51.80
zeri,68193,frick,7819,83.08,28.20
zeri,68193,frick,7819a,86.10,24.70
zeri,68195,zeri,68196,100.00,23.50
zeri,68196,zeri,68195,48.72,24.30
zeri,68196,zeri,68197,96.63,21.20
zeri,68197,zeri,68196,100.00,20.80
zeri,68197,zeri,68198,100.00,20.40
zeri,68197,zeri,68195,49.96,10.20
zeri,68198,zeri,68197,81.59,20.40
zeri,68199,frick,10707,92.18,39.60
zeri,68200,zeri,68201,100.00,29.40
zeri,68200,zeri,68202,48.70,15.70
zeri,68201,zeri,68200,80.93,29.90
zeri,68201,zeri,68202,35.86,10.60
zeri,68202,zeri,68200,100.00,12.50
zeri,68206,zeri,68207,85.24,20.00
zeri,68207,zeri,68206,100.00,20.80
zeri,68211,zeri,68210,98.43,69.60
zeri,68210,zeri,68211,99.09,68.10
zeri,68216,zeri,68219,69.82,6.45
zeri,68216,zeri,68217,59.98,5.65
zeri,68217,zeri,68218,98.78,26.30
zeri,68217,zeri,68219,100.00,23.90
zeri,68218,zeri,68219,99.53,60.10
zeri,68218,zeri,68217,96.03,25.70
zeri,68218,zeri,68216,100.00,7.51
zeri,68219,zeri,68218,95.67,58.00
zeri,68219,zeri,68217,95.29,27.10
zeri,68224,zeri,68225,21.71,12.50
zeri,68232,zeri,68223,100.00,9.02
zeri,68235,zeri,68236,100.00,27.50
zeri,68236,zeri,68235,89.14,26.70
zeri,68237,zeri,68238,95.71,48.40
zeri,68238,zeri,68237,99.75,44.70
zeri,68240,zeri,69241,98.03,13.30
zeri,69241,zeri,68240,93.02,14.50
zeri,69247,zeri,69246,91.79,23.10
zeri,69246,zeri,69247,98.97,24.70
zeri,69248,zeri,69249,100.00,15.70
zeri,69249,zeri,69248,93.50,14.10
zeri,69250,zeri,69251,100.00,21.20
zeri,69251,zeri,69250,91.76,22.10
zeri,69254,zeri,69257,97.20,55.60
zeri,69254,zeri,69258,97.15,45.40
zeri,69254,zeri,69255,100.00,44.00
zeri,69254,zeri,69256,99.43,35.60
zeri,69256,zeri,69258,99.19,67.00
zeri,69256,zeri,69255,100.00,43.60
zeri,69256,zeri,69254,99.13,41.50
zeri,69256,zeri,69257,97.26,30.90
zeri,69255,zeri,69254,92.93,44.70
zeri,69255,zeri,69257,90.51,43.70
zeri,69255,zeri,69258,90.60,42.70
zeri,69255,zeri,69256,92.88,38.80
zeri,69257,zeri,69254,99.74,57.10
zeri,69257,zeri,69255,100.00,41.90
zeri,69257,zeri,69258,97.70,38.90
zeri,69257,zeri,69256,99.19,34.00
zeri,69258,zeri,69256,100.00,65.60
zeri,69258,zeri,69254,98.55,50.50
zeri,69258,zeri,69255,100.00,42.20
zeri,69258,zeri,69257,96.78,40.10
zeri,69264,zeri,69263,99.78,67.80
zeri,69263,zeri,69264,100.00,69.40
zeri,69266,zeri,69267,97.35,41.60
zeri,69267,zeri,69266,100.00,41.70
zeri,69272,zeri,69269,26.40,7.06
zeri,69273,zeri,69274,99.61,29.80
zeri,69273,zeri,69276,99.44,29.00
zeri,69273,zeri,69275,99.38,25.10
zeri,69275,zeri,69274,100.00,76.50
zeri,69275,zeri,69276,98.41,70.20
zeri,69275,zeri,69273,89.14,24.70
zeri,69274,zeri,69275,100.00,76.10
zeri,69274,zeri,69276,98.24,69.80
zeri,69274,zeri,69273,89.58,25.10
zeri,69276,zeri,69274,99.71,70.20
zeri,69276,zeri,69275,99.73,69.40
zeri,69276,zeri,69273,90.84,27.80
zeri,69279,zeri,69280,29.10,16.50
zeri,69280,zeri,69279,100.00,14.50
zeri,69284,zeri,69285,97.03,58.90
zeri,69285,zeri,69284,98.96,48.00
zeri,69301,zeri,69304,100.00,24.70
zeri,69301,zeri,69307,100.00,22.70
zeri,69302,zeri,69306,100.00,26.70
zeri,69302,zeri,69309,100.00,22.00
zeri,69303,zeri,69305,100.00,27.10
zeri,69303,zeri,69308,97.14,23.90
zeri,69304,zeri,69301,81.40,23.90
zeri,69304,zeri,69307,91.02,20.00
zeri,69305,zeri,69303,81.84,21.80
zeri,69305,zeri,69308,81.93,19.40
zeri,69306,zeri,69302,86.61,24.70
zeri,69306,zeri,69309,95.47,18.00
zeri,69308,zeri,69303,99.14,24.30
zeri,69308,zeri,69305,100.00,20.80
zeri,69307,zeri,69301,89.97,22.70
zeri,69307,zeri,69304,98.95,16.90
zeri,69309,zeri,69306,100.00,22.70
zeri,69309,zeri,69302,91.96,22.40
zeri,69313,zeri,69314,98.62,49.80
zeri,69314,zeri,69313,98.44,53.40
zeri,69320,zeri,69319,83.50,19.60
zeri,69319,zeri,69320,100.00,20.10
zeri,69321,zeri,69322,100.00,12.50
zeri,69323,zeri,69324,45.26,23.90
zeri,69324,zeri,69323,96.97,22.40
zeri,69329,frick,7817,89.91,26.40
zeri,69329,frick,9524,93.35,16.90
zeri,69326,zeri,80036,41.73,18.40
zeri,69330,zeri,69331,99.90,83.50
zeri,69331,zeri,69330,99.62,82.00
zeri,69332,zeri,69333,100.00,65.40
zeri,69332,zeri,69334,100.00,22.40
zeri,69333,zeri,69332,100.00,65.10
zeri,69333,zeri,69334,100.00,20.40
zeri,69334,zeri,69333,61.21,23.70
zeri,69334,zeri,69332,61.42,23.30
zeri,69337,zeri,69340,99.87,29.80
zeri,69337,zeri,69338,98.62,16.10
zeri,69337,zeri,69339,100.00,14.90
zeri,69338,zeri,69339,99.12,30.60
zeri,69338,zeri,69340,95.72,29.40
zeri,69338,zeri,69337,93.45,18.40
zeri,69339,zeri,69340,95.03,33.30
zeri,69339,zeri,69338,96.69,29.00
zeri,69339,zeri,69337,93.38,16.10
zeri,69340,zeri,69339,100.00,34.10
zeri,69340,zeri,69338,98.55,29.40
zeri,69340,zeri,69337,99.34,27.80
zeri,69343,zeri,69344,100.00,29.00
zeri,69344,zeri,69343,92.22,29.00
zeri,69345,zeri,69346,99.74,60.00
zeri,69346,zeri,69345,100.00,60.80
zeri,69347,zeri,69349,97.66,66.30
zeri,69348,zeri,69351,80.80,31.80
zeri,69349,zeri,69347,96.39,63.10
zeri,69351,zeri,69348,97.13,32.20
zeri,69353,zeri,69355,100.00,33.70
zeri,69353,zeri,69354,100.00,19.20
zeri,69354,zeri,69355,97.66,24.30
zeri,69354,zeri,69353,92.39,20.40
zeri,69355,zeri,69353,93.47,30.60
zeri,69355,zeri,69354,98.11,23.90
zeri,69357,zeri,69359,88.65,21.20
zeri,69357,zeri,69356,47.58,9.80
zeri,69356,zeri,69359,52.92,15.10
zeri,69356,zeri,69357,59.47,9.52
zeri,69359,zeri,69357,100.00,26.30
zeri,69359,zeri,69356,47.78,15.30
zeri,69367,zeri,69368,100.00,52.90
zeri,69368,zeri,69367,86.49,51.00
zeri,69371,zeri,69372,100.00,12.70
zeri,69373,zeri,69374,99.27,65.10
zeri,69374,zeri,69373,99.12,63.10
zeri,69372,zeri,69371,65.12,15.00
zeri,69378,frick,7915,99.66,32.90
zeri,69381,zeri,69382,98.41,13.90
zeri,69382,zeri,69381,100.00,13.60
zeri,69379,zeri,69380,48.69,25.90
zeri,69380,zeri,69379,97.36,27.80
zeri,69383,zeri,67045,97.78,15.30
zeri,69385,zeri,69386,100.00,29.10
zeri,69386,zeri,69385,81.82,23.80
zeri,69389,frick,9706,88.97,59.60
zeri,69387,frick,8825,99.22,61.60
zeri,69400,zeri,69401,99.71,75.70
zeri,69401,zeri,69400,99.82,75.70
zeri,69402,zeri,69403,61.26,12.90
zeri,69403,zeri,69402,100.00,13.30
zeri,69405,frick,13307,93.94,36.90
zeri,69412,zeri,90979,96.60,30.60
zeri,69412,frick,7931,100.00,25.10
zeri,69413,frick,7920c,95.26,59.60
zeri,69421,zeri,67130,98.91,56.90
zeri,69421,zeri,67129,98.70,54.10
zeri,69419,zeri,69420,98.05,38.40
zeri,69419,frick,7012,97.23,29.40
zeri,69420,zeri,69419,99.40,38.00
zeri,69420,frick,7012,99.26,35.70
zeri,69422,frick,7665,96.04,34.90
zeri,69423,frick,7002b,84.50,34.90
zeri,69425,frick,7002a,99.56,51.40
zeri,69425,zeri,67020,100.00,10.20
zeri,69424,frick,7002,84.42,42.70
zeri,69424,zeri,67021,100.00,10.20
zeri,69426,zeri,69427,100.00,44.70
zeri,69427,zeri,69426,99.08,47.10
zeri,69428,zeri,69430,99.84,56.50
zeri,69428,zeri,69429,99.61,49.80
zeri,69429,zeri,69430,100.00,59.10
zeri,69429,zeri,69428,99.53,50.00
zeri,69430,zeri,69428,98.48,59.30
zeri,69430,zeri,69429,99.87,58.10
zeri,69451,zeri,69456,98.61,71.40
zeri,69456,zeri,69451,100.00,71.30
zeri,69467,zeri,69469,99.87,53.10
zeri,69467,frick,9225,99.65,25.60
zeri,69467,zeri,69468,99.91,20.10
zeri,69468,zeri,69469,99.34,34.90
zeri,69468,frick,9225,99.39,34.10
zeri,69468,zeri,69467,98.82,20.40
zeri,69469,zeri,69467,100.00,52.20
zeri,69469,frick,9225,99.91,45.10
zeri,69469,zeri,69468,100.00,31.40
zeri,69473,zeri,69477,99.83,54.10
zeri,69473,zeri,69476,97.60,34.50
zeri,69476,zeri,69473,98.68,34.30
zeri,69476,zeri,69477,100.00,22.80
zeri,69477,zeri,69473,96.10,57.60
zeri,69477,zeri,69476,94.70,21.60
zeri,69479,zeri,69480,100.00,28.20
zeri,69480,zeri,69479,98.02,24.30
zeri,69481,zeri,69519,99.87,65.90
zeri,69483,zeri,69522,100.00,33.60
zeri,69483,zeri,69529,100.00,19.40
zeri,69484,zeri,69527,100.00,42.50
zeri,69485,zeri,69524,100.00,22.70
zeri,69485,zeri,69523,100.00,12.20
zeri,69486,zeri,69525,97.64,26.70
zeri,69486,zeri,69526,100.00,9.41
zeri,69516,zeri,69517,96.13,52.20
zeri,69517,zeri,69516,100.00,51.80
zeri,69519,zeri,69481,99.86,69.40
zeri,69522,zeri,69529,100.00,38.00
zeri,69522,zeri,69483,81.04,33.70
zeri,69525,zeri,69486,82.45,25.70
zeri,69525,zeri,69526,100.00,15.80
zeri,69524,zeri,69523,98.85,33.70
zeri,69524,zeri,69485,43.55,23.90
zeri,69523,zeri,69524,92.18,30.60
zeri,69523,zeri,69485,41.74,16.50
zeri,69526,zeri,69525,37.55,15.80
zeri,69526,zeri,69486,30.80,10.10
zeri,69527,zeri,69484,89.31,44.30
zeri,69529,zeri,69522,94.09,42.00
zeri,69529,zeri,69483,75.42,20.80
zeri,69533,zeri,83491,100.00,61.20
zeri,69533,zeri,69532,100.00,60.80
zeri,69533,zeri,69535,33.31,27.80
zeri,69533,zeri,69536,21.13,12.50
zeri,69533,zeri,69534,23.67,10.20
zeri,69534,zeri,69533,99.75,10.20
zeri,69532,zeri,69533,97.51,60.80
zeri,69532,zeri,83491,98.83,50.60
zeri,69532,zeri,69535,33.00,24.70
zeri,69532,zeri,69536,21.01,14.90
zeri,69532,zeri,69534,23.11,9.41
zeri,69535,zeri,69533,99.37,28.20
zeri,69535,zeri,69532,100.00,24.60
zeri,69535,zeri,83491,99.61,24.60
zeri,69536,zeri,69532,100.00,14.10
zeri,69536,zeri,69533,100.00,13.30
zeri,69536,zeri,83491,100.00,13.30
zeri,69543,zeri,69544,90.92,56.10
zeri,69545,zeri,69546,100.00,63.10
zeri,69546,zeri,69545,93.87,62.70
zeri,69547,zeri,89608,100.00,74.90
zeri,69544,zeri,69543,100.00,55.70
zeri,69549,zeri,69548,99.14,64.70
zeri,69548,zeri,69549,99.81,64.20
zeri,69555,zeri,69557,28.63,17.30
zeri,69555,zeri,69556,24.58,10.20
zeri,69557,zeri,69555,37.49,16.10
zeri,69558,zeri,69559,29.73,11.40
zeri,69558,zeri,69562,27.73,7.45
zeri,69559,zeri,69558,91.60,10.60
zeri,69556,zeri,69561,40.99,15.30
zeri,69556,zeri,69555,100.00,10.60
zeri,69561,zeri,69556,60.51,12.90
zeri,69574,zeri,69575,100.00,20.00
zeri,69575,zeri,69574,68.37,23.20
zeri,69591,zeri,69593,91.75,20.80
zeri,69591,zeri,69592,98.06,19.20
zeri,69592,zeri,69593,90.50,35.20
zeri,69592,zeri,69591,96.68,18.60
zeri,69593,zeri,69592,100.00,37.00
zeri,69593,zeri,69591,100.00,20.50
zeri,69596,zeri,69597,88.06,14.10
zeri,69597,zeri,69596,99.85,15.70
zeri,69603,zeri,69604,100.00,35.30
zeri,69607,zeri,69609,97.46,55.50
zeri,69607,zeri,69608,98.59,48.40
zeri,69604,zeri,69603,87.79,32.90
zeri,69608,zeri,69609,99.12,34.10
zeri,69608,zeri,69607,98.36,30.00
zeri,69609,zeri,69607,97.07,37.20
zeri,69609,zeri,69608,99.15,35.50
zeri,69619,zeri,69618,100.00,11.80
zeri,69618,zeri,69619,29.72,11.00
zeri,69620,zeri,69621,89.38,45.50
zeri,69621,zeri,69620,100.00,45.90
zeri,69626,zeri,69627,99.82,82.00
zeri,69624,zeri,69625,99.90,73.30
zeri,69625,zeri,69624,99.02,75.30
zeri,69627,zeri,69626,100.00,81.60
zeri,69634,zeri,69636,100.00,64.30
zeri,69634,zeri,69635,98.58,50.20
zeri,69635,zeri,69634,97.01,53.50
zeri,69635,zeri,69636,100.00,52.00
zeri,69636,zeri,69634,93.41,64.60
zeri,69636,zeri,69635,94.58,53.90
zeri,69638,zeri,69640,99.75,62.00
zeri,69640,zeri,69638,100.00,62.70
zeri,69641,zeri,69642,99.69,38.80
zeri,69641,zeri,69643,100.00,29.00
zeri,69642,zeri,69641,99.22,39.60
zeri,69642,zeri,69643,100.00,28.20
zeri,69643,zeri,69642,88.29,29.50
zeri,69643,zeri,69641,87.52,29.10
zeri,69645,zeri,69673,99.81,31.80
zeri,69645,zeri,69674,100.00,20.90
zeri,69648,zeri,69649,100.00,96.10
zeri,69649,zeri,69648,100.00,96.10
zeri,69652,zeri,69653,99.06,27.30
zeri,69653,zeri,69652,98.76,15.30
zeri,69654,zeri,69655,87.26,51.00
zeri,69655,zeri,69654,100.00,53.10
zeri,69661,zeri,69662,99.84,80.00
zeri,69662,zeri,69661,99.82,81.20
zeri,69673,zeri,69674,98.48,39.30
zeri,69673,zeri,69645,96.56,26.70
zeri,69673,zeri,94644,97.50,15.00
zeri,69674,zeri,69673,100.00,41.50
zeri,69674,zeri,69645,100.00,22.60
zeri,69674,zeri,94644,100.00,17.50
zeri,69677,zeri,69678,99.15,64.70
zeri,69678,zeri,69677,99.66,67.80
zeri,69679,zeri,69680,95.58,65.10
zeri,69680,zeri,69679,99.78,65.90
zeri,69682,zeri,69683,99.20,65.00
zeri,69685,zeri,69687,33.70,12.20
zeri,69685,zeri,69689,22.63,9.41
zeri,69683,zeri,69682,98.56,66.10
zeri,69687,zeri,69685,96.92,13.30
zeri,69689,zeri,69685,100.00,9.56
zeri,69688,zeri,69689,27.99,7.84
zeri,69691,zeri,69692,98.18,59.20
zeri,69693,zeri,69694,98.41,16.50
zeri,69692,zeri,69691,100.00,60.80
zeri,69694,zeri,69693,96.18,17.60
zeri,69696,zeri,69697,98.20,21.90
zeri,69697,zeri,69696,96.38,24.30
zeri,69698,zeri,69699,99.20,64.60
zeri,69698,zeri,69701,59.38,28.30
zeri,69698,zeri,69700,93.21,27.20
zeri,69699,zeri,69698,99.56,65.50
zeri,69699,zeri,69701,59.99,26.30
zeri,69699,zeri,69700,90.76,22.70
zeri,69700,zeri,69698,94.74,25.10
zeri,69700,zeri,69699,93.37,25.10
zeri,69700,zeri,69701,61.80,17.60
zeri,69701,zeri,69698,100.00,27.80
zeri,69701,zeri,69699,100.00,25.90
zeri,69701,zeri,69700,100.00,18.80
zeri,69702,zeri,69703,89.30,18.40
zeri,69703,zeri,69702,100.00,20.40
zeri,69706,zeri,69707,94.98,45.10
zeri,69706,zeri,69708,95.59,40.40
zeri,69707,zeri,69708,97.98,51.40
zeri,69707,zeri,69706,100.00,41.20
zeri,69708,zeri,69707,98.37,55.30
zeri,69708,zeri,69706,100.00,43.90
zeri,69712,zeri,69714,98.98,67.10
zeri,69712,zeri,69715,83.32,17.30
zeri,69714,zeri,69712,98.67,67.80
zeri,69714,zeri,69715,82.51,17.30
zeri,69715,zeri,69712,94.57,19.70
zeri,69715,zeri,69714,95.24,18.10
zeri,69720,zeri,69721,92.16,26.30
zeri,69720,zeri,69723,86.61,23.10
zeri,69720,zeri,69722,100.00,17.30
zeri,69721,zeri,69723,93.64,31.40
zeri,69721,zeri,69720,99.46,29.40
zeri,69721,zeri,69722,99.32,12.20
zeri,69722,zeri,69720,89.05,18.40
zeri,69722,zeri,69723,75.60,12.50
zeri,69722,zeri,69721,80.64,11.80
zeri,69723,zeri,69721,100.00,30.20
zeri,69723,zeri,69720,100.00,24.30
zeri,69723,zeri,69722,100.00,11.80
zeri,69725,zeri,69724,99.68,33.30
zeri,69724,zeri,69725,96.16,35.30
zeri,69726,zeri,69727,67.10,15.70
zeri,69727,zeri,69726,100.00,16.90
zeri,69731,zeri,69732,99.69,53.70
zeri,69732,zeri,69731,99.06,58.00
zeri,69734,zeri,69735,100.00,24.00
zeri,69734,zeri,69736,26.28,10.60
zeri,69735,zeri,69734,92.63,25.10
zeri,69736,zeri,69737,99.94,47.80
zeri,69736,zeri,69734,100.00,10.60
zeri,69737,zeri,69736,99.39,48.20
zeri,69738,zeri,69739,100.00,50.20
zeri,69739,zeri,69738,95.81,51.40
zeri,69740,zeri,69741,78.99,23.90
zeri,69741,zeri,69740,100.00,25.10
zeri,69741,zeri,69738,91.45,9.02
zeri,69742,zeri,69743,100.00,18.10
zeri,69745,zeri,69747,100.00,17.30
zeri,69744,zeri,69743,88.62,14.90
zeri,69743,zeri,69742,85.58,16.90
zeri,69743,zeri,69744,100.00,16.10
zeri,69747,zeri,69745,90.01,18.80
zeri,69750,zeri,69751,100.00,36.50
zeri,69750,zeri,69753,96.83,20.80
zeri,69751,zeri,69753,92.71,38.00
zeri,69751,zeri,69750,94.44,35.70
zeri,69751,zeri,69754,97.94,16.50
zeri,69751,zeri,69752,92.33,15.30
zeri,69754,zeri,69752,88.40,26.70
zeri,69754,zeri,69753,90.66,22.40
zeri,69754,zeri,69751,95.75,10.60
zeri,69752,zeri,69754,100.00,29.00
zeri,69752,zeri,69753,99.99,25.10
zeri,69752,zeri,69751,100.00,14.10
zeri,69752,zeri,69750,99.84,9.02
zeri,69753,zeri,69751,100.00,36.50
zeri,69753,zeri,69752,98.40,24.30
zeri,69753,zeri,69754,100.00,24.30
zeri,69753,zeri,69750,97.61,18.40
zeri,69753,zeri,69755,29.26,12.20
zeri,69755,zeri,69753,100.00,11.80
zeri,69761,zeri,69760,74.92,9.02
zeri,69770,zeri,69771,99.89,59.20
zeri,69770,zeri,69772,85.84,20.00
zeri,69769,zeri,69768,65.90,12.90
zeri,69769,zeri,69767,86.37,10.00
zeri,69768,zeri,69769,100.00,13.00
zeri,69771,zeri,69770,98.33,60.80
zeri,69771,zeri,69772,85.32,14.50
zeri,69772,zeri,69770,96.22,20.00
zeri,69772,zeri,69771,96.15,13.70
zeri,69777i,zeri,69778,33.46,7.94
zeri,69780,zeri,69779,74.45,22.40
zeri,69779,zeri,69780,99.35,26.70
zeri,69778,zeri,69777i,100.00,7.29
zeri,69789,zeri,69892,100.00,27.50
zeri,69789,zeri,69895,100.00,7.06
zeri,69796,zeri,69795,100.00,43.30
zeri,69795,zeri,69796,97.97,44.70
zeri,69799,zeri,69800,100.00,15.00
zeri,69801,zeri,69829,75.67,38.40
zeri,69800,zeri,69799,78.81,15.70
zeri,69804,zeri,69815,90.68,41.70
zeri,69805,zeri,69814,89.26,33.30
zeri,69806,zeri,69842,95.20,27.50
zeri,69807,zeri,69860,94.03,49.00
zeri,69807,zeri,69859,94.98,32.90
zeri,69809,zeri,69810,100.00,22.70
zeri,69810,zeri,69809,34.52,20.60
zeri,69814,zeri,69805,99.13,30.30
zeri,69815,zeri,69804,99.01,40.80
zeri,69829,zeri,69801,100.00,34.90
zeri,69832,zeri,69833,83.69,9.41
zeri,69831,zeri,69833,17.14,15.70
zeri,69833,zeri,69831,100.00,15.30
zeri,69839,zeri,69865,100.00,39.60
zeri,69840,zeri,69841,100.00,51.80
zeri,69841,zeri,69840,90.83,49.80
zeri,69838,zeri,69869,99.25,46.70
zeri,69842,zeri,69806,94.02,27.10
zeri,69845,zeri,69844,100.00,70.20
zeri,69844,zeri,69845,99.57,68.60
zeri,69848,zeri,69849,100.00,75.30
zeri,69849,zeri,69848,100.00,74.50
zeri,69852,zeri,69851,99.39,65.50
zeri,69851,zeri,69852,99.47,68.20
zeri,69857,zeri,69858,98.50,42.70
zeri,69856,zeri,69855,99.23,74.10
zeri,69855,zeri,69856,99.64,71.40
zeri,69860,zeri,69807,99.81,46.50
zeri,69860,zeri,69859,99.27,36.60
zeri,69858,zeri,69857,99.42,46.30
zeri,69859,zeri,69860,98.67,35.70
zeri,69859,zeri,69807,99.76,32.90
zeri,69864,zeri,69885,100.00,19.90
zeri,69865,zeri,69839,82.00,37.60
zeri,69866,zeri,69867,77.47,14.50
zeri,69867,zeri,69866,95.20,14.90
zeri,69869,zeri,69838,95.17,43.90
zeri,69868,zeri,69904,100.00,13.70
zeri,69871,zeri,69872,99.99,66.30
zeri,69872,zeri,69871,97.46,66.70
zeri,69875,zeri,69874,99.80,8.63
zeri,69879,zeri,69881,57.03,29.40
zeri,69879,zeri,69880,57.72,27.40
zeri,69880,zeri,69881,100.00,76.10
zeri,69880,zeri,69879,100.00,26.70
zeri,69881,zeri,69880,99.88,73.30
zeri,69881,zeri,69879,100.00,30.20
zeri,69885,zeri,69864,83.13,16.30
zeri,69888,zeri,69889,100.00,23.10
zeri,69889,zeri,69888,55.19,22.70
zeri,69892,zeri,69789,81.54,26.60
zeri,69893,zeri,69894,86.23,9.41
zeri,69893,zeri,69895,94.46,9.41
zeri,69895,zeri,69894,88.56,38.80
zeri,69895,zeri,69893,96.64,8.63
zeri,69894,zeri,69895,100.00,40.40
zeri,69894,zeri,69893,100.00,10.60
zeri,69894,zeri,69892,99.93,9.41
zeri,69900,zeri,69901,100.00,53.30
zeri,69901,zeri,69900,79.26,55.30
zeri,69904,zeri,69868,81.46,9.41
zeri,69905,zeri,69906,84.16,40.80
zeri,69905,zeri,69909,96.33,21.60
zeri,69906,zeri,69905,100.00,39.60
zeri,69906,zeri,69909,100.00,18.80
zeri,69907,zeri,69922,91.24,41.20
zeri,69909,zeri,69905,97.25,23.90
zeri,69909,zeri,69906,83.35,18.40
zeri,69915,zeri,69914,99.48,56.90
zeri,69914,zeri,69915,100.00,59.60
zeri,69919,zeri,69918,99.69,63.10
zeri,69918,zeri,69919,99.84,63.90
zeri,69923,zeri,69924,98.12,46.20
zeri,69924,zeri,69923,99.38,46.10
zeri,69922,zeri,69907,100.00,41.20
zeri,69925,zeri,69926,100.00,24.70
zeri,69927,zeri,69928,96.17,47.10
zeri,69926,zeri,69925,75.28,22.40
zeri,69928,zeri,69927,99.45,48.60
zeri,69931,zeri,69933,26.24,13.30
zeri,69931,zeri,69932,29.89,10.20
zeri,69933,zeri,69931,100.00,10.60
zeri,69932,zeri,69931,100.00,10.60
zeri,69934,zeri,69983,86.27,35.30
zeri,69934,zeri,69935,72.47,30.20
zeri,69934,zeri,69938,91.17,29.80
zeri,69934,zeri,69936,67.22,23.50
zeri,69934,zeri,69937,79.49,22.40
zeri,69934,zeri,69959,70.89,16.90
zeri,69934,zeri,69953,38.57,15.70
zeri,69934,zeri,69951,48.19,9.80
zeri,69934,zeri,69957,36.74,9.80
zeri,69934,zeri,69939,48.92,5.49
zeri,69937,zeri,69935,94.31,26.30
zeri,69937,zeri,69938,88.20,25.50
zeri,69937,zeri,69983,88.79,25.50
